Boiler_Model_Type,GEO_Assigned_Identification_Number,Chimney_Height_m_nbr,Capacity_MWe_nbr,Date_Commissioned_dt,Turbine_Manufacturer,Boiler_Manufacturer,Generator_Manufacturer,Unit_Nbr,Turbine_Model_Type,Decommission_Date_dt,Unit_Efficiency_Percent_nbr,Generator_Model_Type,Control_NOx_yr,Control_SOx_yr,Control_PM_yr,Control_Hg_yr,Control_N2O_yr,Boiler_HRSG_Manufacturer,Unit_Efficiency_Percent,Chimney_Height_nbr,Boiler_HRSG_Model_Type,Diesel_Engine_Boiler_Manufacturer,Diesel_Engine_Boiler_Model_Type,Hydraulic_Head_m_nbr,Speed_RPM_nbr,Injection_Wells_nbr,Production_Wells_nbr,Pipe_Network_Length_km_nbr,Reactor_Manufacturer,Reactor_Type_Model,IAEA_ID,Construction_Start_Date_dt,Generator_Type_Model,Turbine_Type_Model,Panel_Manufacturer,Invertor_Manufacturer,Panel_Type_Model,Invertor_Type_Model,Number_Of_Panels_nbr,Storage_Backup_System,Solar_to_Electric_Efficiency_Percent_nbr,HCE_Manufacturer,Number_Of_Turbines_nbr,Rotor_Diameter_m_nbr,Peak_MWe_per_Turbine_nbr,Hub_Height_m_nbr,Max_Production_at_wind_speed_m_sec_nbr,Turbine_Model,Capacity_Factor_Percent_nbr
,4561,,67.5,1987-00-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4561,,67.5,1987-00-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4561,,67.5,1988-00-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4561,,67.5,1988-00-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,250,2007-09-02,BHEL India,BHEL India,BHEL India,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,250,2008-03-06,BHEL India,BHEL India,BHEL India,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,250,2008-02-10,BHEL India,BHEL India,BHEL India,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,250,2008-06-17,BHEL India,BHEL India,BHEL India,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,600,,BHEL India,BHEL India,BHEL India,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,600,,BHEL India,BHEL India,BHEL India,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,600,,BHEL India,BHEL India,BHEL India,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4571,,600,,BHEL India,BHEL India,BHEL India,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4991,,19,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4991,,19,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4991,,19,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4991,,19,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4991,,19,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,5421,275,660,2011-06-28,Power Machines Russia,Doosan S. Korea,Power Machines Russia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,5421,275,660,2011-12-24,Power Machines Russia,Doosan S. Korea,Power Machines Russia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,5421,275,660,2012-06-02,Power Machines Russia,Doosan S. Korea,Power Machines Russia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5421,275,500,2007-05-07,BHEL,BHEL,BHEL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5421,275,500,2008-12-27,BHEL,BHEL,BHEL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43531,,135,2011-12-13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43531,,135,2012-00-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2013-08-13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2014-08-22,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2015-00-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2015-00-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2016-00-00,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45280,,600,2016-00-00,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2220,,100,1973-07-26,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2220,,100,1974-08-05,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2220,,100,1975-03-29,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2220,,210,1978-12-02,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2220,,210,1981-12-25,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3661,,30,1963-00-00,Mitsubishi Japan,Mitsubishi Japan,Mitsubishi Japan,1,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3661,,62.5,1967-12-31,IGE USA,AVB Durgapur,IGE USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3661,,62.5,1968-02-29,IGE USA,AVB Durgapur,IGE USA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3661,,62.5,1968-03-31,IGE USA,AVB Durgapur,IGE USA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3661,,60,1971-12-31,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4996,,67.5,1989-03-10,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4996,,67.5,1989-11-24,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,,125,2005-03-31,Ansaldo Energia Italy,ALSTOM CFB,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,,125,2005-12-19,Ansaldo Energia Italy,ALSTOM CFB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,,120,1977-03-13,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,,120,1977-04-10,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,,210,1990-03-02,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,,210,1991-07-20,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3265,,210,1998-03-17,BHEL,BHEL,BHEL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3924,,70,1990-03-29,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3924,,70,1991-03-25,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3924,,75,1997-03-31,Electrim Poland,Elecktrim Poland,Electrim Poland,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3924,,75,2009-12-20,BHEL,BHEL,BHEL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4407,,330,2009-08-04,Beijing Beizhong,Babcock & Wilcox,,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4407,,330,2010-03-17,Beijing Beizhong,Babcock & Wilcox,,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4407,,330,2010-08-02,Beijing Beizhong,Babcock & Wilcox,,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4407,,330,2010-12-20,Beijing Beizhong,Babcock & Wilcox,,4,ST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,4407,,660,2010-12-26,Dongfang,Harbin Boiler,Dongfang,5,SCST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,4407,,660,2011-07-20,Dongfang,Harbin Boiler,Dongfang,6,SCST-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,4407,,660,2012-00-12,Dongfang,Harbin Boiler,Dongfang,7,SCST-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,4407,,660,2012-00-12,Dongfang,Harbin Boiler,Dongfang,8,SCST-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,4407,,660,2012-03-12,Dongfang,Harbin Boiler,Dongfang,9,SCST-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,,30,1962-01-31,AEI UK,Babcock and Wilcox UK,AEI UK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,,30,1963-04-30,AEI UK,Babcock and Wilcox UK,AEI UK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,,120,1978-10-12,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,,110,1984-12-31,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5199,,110,1988-09-28,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5408,,120,1988-03-26,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5408,,120,1993-03-31,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5606,,125,2000-01-16,BHEL India,BHEL+LLB Germany,BHEL India,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5606,,125,1999-11-06,BHEL India,BHEL+LLB Germany,BHEL India,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5606,,125,2010-04-12,BHEL India,BHEL+LLB Germany,BHEL India,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5606,,125,2010-04-23,BHEL India,BHEL+LLB Germany,BHEL India,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,120,1976-03-29,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,120,1976-06-23,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,200,1979-01-21,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,200,1979-11-09,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,210,1985-01-30,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5835,,500,2013-03-05,BHEL,BHEL,BHEL,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1982-03-23,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1983-01-15,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1984-03-15,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1986-09-03,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1986-09-23,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1987-11-18,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5980,,210,1998-12-31,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,41187,,800,2012-02-25,Toshiba,Doosan,Toshiba,1,SST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,41187,,800,2012-07-25,Toshiba,Doosan,Toshiba,2,SST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,41187,,800,2012-10-16,Toshiba,Doosan,Toshiba,3,SST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,41187,,800,2013-01-16,Toshiba,Doosan,Toshiba,4,SST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,41187,,800,2013-03-18,Toshiba,Doosan,Toshiba,5,SST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43460,,600,2012-04-23,Harbin Electric,Harbin,Harbin Electric,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43460,,600,2012-06-13,Harbin Electric,Harbin,Harbin Electric,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45650,,255,2012-09-00,,,,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45650,,255,2012-12-00,,,,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech design,3152,,55,1974-11-22,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,1,twin cylinder type impulse turbines based on Skoda Czech design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech design,3152,,55,1976-03-06,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,2,twin cylinder type impulse turbines based on Skoda Czech design,2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combustion Engineering design,3152,,55,1981-04-01,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,3,twin cylinder type impulse turbines based on Skoda Czech design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,110,1979-11-01,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,110,1980-03-27,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,110,1985-11-01,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,110,1987-01-11,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,210,1989-03-28,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,210,2001-03-31,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,250,2004-09-28,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4695,,250,2005-01-28,BHEL,BHEL,BHEL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6178,,300,2008-04-14,Shanghai Electric Corp. China,Shanghai Electric Corp. China,Shanghai Electric Corp. China,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6178,,300,2008-06-24,Shanghai Electric Corp. China,Shanghai Electric Corp. China,Shanghai Electric Corp. China,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40680,,600,2010-03-31,Shanghai Electric China,Shanghai Electric China,Shanghai Electric China,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40680,,600,2010-10-01,Shanghai Electric China,Shanghai Electric China,Shanghai Electric China,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42782,,500,2010-11-01,BHEL,BHEL,BHEL,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42782,,500,2011-11-05,BHEL,BHEL,BHEL,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42782,,500,2012-11-07,BHEL,BHEL,BHEL,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,43509,,660,2012-01-12,Dongfang China,Harbin Boilers China,Dongfang China,1,ST-1,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,43509,,660,2012-04-11,Dongfang China,Harbin Boilers China,Dongfang China,2,ST-2,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2388,,45,1953-02-00,GE USA,CE USA,GE USA,1,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2388,,45,1953-08-00,GE USA,CE USA,GE USA,2,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2388,,45,1953-10-00,GE USA,CE USA,GE USA,3,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2388,,40,1960-04-00,MAN Germany,MAN Germany,MAN Germany,4,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2388,,500,2016-05-00,BHEL,BHEL,BHEL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2389,,210,1986-03-24,BHEL Hardwar,ABL,BHEL Hardwar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2389,,210,1990-11-07,BHEL Hardwar,ABL,BHEL Hardwar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2389,,210,1993-03-31,BHEL Hardwar,ABL,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,12,1974-12-31,Kaluga Russia,,,1,BPTG P-12-90-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,55,1972-07-13,LMZ Russia,,Electrosila Russia,2,K-50-90-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,55,1973-10-13,LMZ Russia,,Electrosila Russia,3,K-50-90-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,60,1986-01-25,Zamech Poland,,,4,9K-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,60,1988-09-16,Zamech Poland,,,5,9K-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,60,1989-03-31,Zamech Poland,,,6,9K-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2390,,36,2014-09-02,"Skoda,Czech Rep",,,7,BPTG PCSM006 071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,130,1964-09-30,GE USA,CE USA,GE USA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,130,1964-11-30,GE USA,CE USA,GE USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,130,1968-06-30,GE USA,CE USA,GE USA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,120,1974-03-31,BHEL Bhopal,ACC Babcock Limited,BHEL Bhopal,4,,2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,120,1975-03-31,BHEL Bhopal,ACC Babcock Limited,BHEL Bhopal,5,,2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,120,1979-03-29,BHEL Bhopal,ACC Babcock Limited,BHEL Bhopal,6,,2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,250,2009-11-04,BHEL,BHEL,BHEL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2623,,250,2010-03-31,BHEL,BHEL,BHEL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,50,1966-10-01,LMZ Russia,Taganrov USSR,Electrosila,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,50,1967-06-01,LMZ Russia,Taganrov USSR,Electrosila,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,50,1969-02-01,LMZ Russia,Taganrov USSR,Electrosila,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,50,1970-01-01,LMZ Russia,Taganrov USSR,Electrosila,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,100,1971-12-17,LMZ Russia,Taganrov Russia,Electrosila,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,100,1972-03-13,LMZ Russia,Taganrov Russia,Electrosila,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,110,1977-01-17,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,110,1978-03-02,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,110,1984-03-30,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4721,,110,1986-03-02,BHEL Hyderabad,BHEL Hyderabad,BHEL Hyderabad,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5690,,210,1994-04-14,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5690,,210,1996-10-10,BHEL Bhopal,BHEL Bhopal,BHEL Bhopal,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41621,,67.5,,BHEL India,BHEL India,BHEL India,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41621,,120,2001-02-01,BHEL India,BHEL India,BHEL India,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41621,,120,2002-02-01,BHEL India,BHEL India,BHEL India,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41621,,120,2005-10-00,BHEL India,BHEL India,BHEL India,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41621,,120,2011-03-16,BHEL India,BHEL India,BHEL India,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42442,,525,2011-06-30,BHEL,BHEL,BHEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42442,,525,2011-00-00,BHEL,BHEL,BHEL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42456,,500,2011-07-20,BHEL,BHEL,BHEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42456,,500,2013-02-15,BHEL,BHEL,BHEL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2295,275,500,2007-12-03,BHEL,BHEL,BHEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2295,,500,2012-00-00,BHEL,BHEL,BHEL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4990,,210,1985-03-29,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4990,,210,1986-03-02,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4990,,210,1991-03-30,BHEL Hardwar,BHEL Hardwar,BHEL Hardwar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4990,,210,1994-09-29,MHI Japan,BHEL,MHI Japan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
